Title,Genres,Release Date,Release Year,Release Month,Release Country,Movie Rating,Review Rating,Movie Run Time,Language
"I, Frankenstein (2014)", Action| Fantasy| Horror| Sci-Fi| Thriller,24-Jan-14,2014,Jan,USA,PG-13,5.1,92 min,English
Circle (2015), Drama| Horror| Mystery| Sci-Fi| Thriller,16-Oct-15,2015,Oct,USA,NOT RATED,6.1,87 min,English
Leatherface (2017), Horror| Thriller,14-Sep-17,2017,Sep,Italy,R,5.1,90 min,English
Demonic (2015), Horror| Thriller,10-Oct-17,2017,Oct,USA,R,5.3,83 min,English
The Belko Experiment (2016), Action| Horror| Thriller,17-Mar-17,2017,Mar,USA,R,6.1,89 min,English
The Babysitter (2017), Comedy| Horror,13-Oct-17,2017,Oct,USA,TV-MA,6.4,85 min,English
Jackals (2017), Horror| Thriller,11-Aug-17,2017,Aug,USA,NOT RATED,4.7,85 min,English
The Darkness (2016), Horror| Thriller,13-May-16,2016,May,USA,PG-13,4.4,92 min,English
The Cabin in the Woods (2012), Horror,13-Apr-12,2012,Apr,USA,R,7.0,95 min,English|Japanese
Texas Chainsaw 3D (2013), Horror| Thriller,4-Jan-13,2013,Jan,USA,R,4.8,92 min,English
The Conjuring (2013), Horror| Mystery| Thriller,19-Jul-13,2013,Jul,USA,R,7.5,112 min,English|Latin
Charlie Charlie (2016), Horror,21-Oct-16,2016,Oct,USA,,5.1,85 min,English
See No Evil 2 (2014), Horror,21-Oct-14,2014,Oct,USA,R,4.8,90 min,English
Paranormal Activity: The Ghost Dimension (2015), Horror,23-Oct-15,2015,Oct,USA,R,4.6,88 min,English|German|Ukrainian
Dementia 13 (2017), Horror,6-Oct-17,2017,Oct,USA,,6.1,83 min,English
Shut In (2016), Drama| Horror| Thriller,11-Nov-16,2016,Nov,USA,PG-13,4.7,91 min,English
Dark Skies (2013), Horror| Sci-Fi| Thriller,22-Feb-13,2013,Feb,USA,PG-13,6.3,97 min,English
The Sand (2015), Horror| Sci-Fi,13-Oct-15,2015,Oct,USA,TV-MA,3.8,84 min,English
Krampus (2015), Comedy| Fantasy| Horror,4-Dec-15,2015,Dec,USA,PG-13,6.2,98 min,English|German
Wolves (2014), Action| Horror,28-Aug-14,2014,Aug,Belarus,R,5.3,91 min,English
The Wailing (2016), Drama| Fantasy| Horror| Mystery| Thriller,3-Jun-16,2016,Jun,USA,NOT RATED,7.5,156 min,Korean|Japanese
The Visit (2015), Horror| Thriller,11-Sep-15,2015,Sep,USA,PG-13,6.2,94 min,English
A Serbian Film (2010), Horror| Mystery| Thriller,21-Jan-12,2012,Jan,Japan,NC-17,5.2,104 min,Serbian|English|Swedish
Ludo (2015), Fantasy| Horror| Thriller,22-Oct-15,2015,Oct,USA,,3.2,90 min,Bengali
The Possession (2012), Horror| Thriller,31-Aug-12,2012,Aug,USA,PG-13,5.9,92 min,English
Flatliners (2017), Drama| Horror| Sci-Fi| Thriller,29-Sep-17,2017,Sep,USA,PG-13,5.0,110 min,English
Blair Witch (2016), Horror| Thriller,16-Sep-16,2016,Sep,USA,R,5.0,89 min,English
Gerald's Game (2017), Horror| Thriller,29-Sep-17,2017,Sep,USA,TV-MA,6.8,103 min,English
The Void (2016), Horror| Mystery| Sci-Fi,7-Apr-17,2017,Apr,USA,NOT RATED,5.8,90 min,English
Patchwork (2015), Comedy| Horror,6-Jun-17,2017,Jun,USA,NOT RATED,5.9,86 min,English
Mother! (2017), Drama| Horror| Mystery,15-Sep-17,2017,Sep,USA,R,7.1,121 min,English
Residue (2017), Action| Horror| Thriller,18-Jul-17,2017,Jul,USA,,5.4,82 min,
Smiley (2012), Comedy| Horror,12-Oct-12,2012,Oct,USA,R,3.5,95 min,English
Within (2016), Horror| Thriller,18-Oct-16,2016,Oct,USA,R,5.3,88 min,English
The Osiris Child (2016), Action| Adventure| Drama| Horror| Sci-Fi| Thriller,18-May-17,2017,May,Australia,NOT RATED,5.7,,English
Ghost Team One (2013), Comedy| Horror,20-Jan-13,2013,Jan,USA,R,4.5,84 min,English
Knock Knock (2015), Drama| Horror| Thriller,9-Oct-15,2015,Oct,USA,R,4.9,99 min,English|Spanish
Bite (2015), Horror,2-Oct-15,2015,Oct,USA,NOT RATED,4.9,88 min,English
Eat Locals (2017), Action| Comedy| Horror,1-Sep-17,2017,Sep,UK,,5.1,94 min,
The Taking of Deborah Logan (2014), Horror| Mystery| Thriller,21-Oct-14,2014,Oct,USA,R,6.0,90 min,English
The Ritual (2017), Horror,13-Oct-17,2017,Oct,UK,,6.3,94 min,English
Amnesiac (2014), Drama| Horror| Mystery| Thriller,12-Nov-15,2015,Nov,Kuwait,TV-MA,4.3,90 min,English
The Devil's Toy Box (2017), Horror,16-Jan-17,2017,Jan,UK,,4.2,96 min,English
XX (2017), Horror,17-Feb-17,2017,Feb,USA,R,4.6,80 min,English
The Divide (2011), Drama| Horror| Sci-Fi| Thriller,20-Apr-12,2012,Apr,UK,R,5.8,112 min,English
Only Lovers Left Alive (2013), Comedy| Drama| Horror| Romance,25-Dec-13,2013,Dec,Germany,R,7.3,123 min,English|French|Arabic|Turkish
Lake Bodom (2016), Horror,18-May-17,2017,May,USA,,5.2,85 min,Finnish
Phantasm: Ravager (2016), Action| Fantasy| Horror,7-Oct-16,2016,Oct,USA,NOT RATED,5.1,85 min,English
Tyler Perry's Boo 2! A Madea Halloween (2017), Comedy| Horror,20-Oct-17,2017,Oct,USA,PG-13,3.0,101 min,English
Pandemic (2016), Action| Horror| Sci-Fi| Thriller,1-Apr-16,2016,Apr,USA,TV-MA,4.5,91 min,English
Devil's Whisper (2017), Drama| Horror| Thriller,19-Oct-17,2017,Oct,Indonesia,,6.8,85 min,English
V/H/S (2012), Horror| Thriller,6-Sep-12,2012,Sep,Russia,R,5.8,116 min,English
Oculus (2013), Horror| Mystery,11-Apr-14,2014,Apr,USA,R,6.5,104 min,English
6 Souls (2010), Horror| Mystery| Thriller,1-Mar-13,2013,Mar,USA,R,6.1,112 min,English
The Gallows (2015), Horror| Thriller,10-Jul-15,2015,Jul,USA,R,4.2,81 min,English
Knights of Badassdom (2013), Adventure| Comedy| Fantasy| Horror,18-Aug-14,2014,Aug,Germany,R,5.7,,English
Ragini MMS 2 (2014), Horror,21-Mar-14,2014,Mar,India,,3.9,119 min,Hindi|Marathi
The Invitation (2015), Drama| Horror| Mystery| Thriller,8-Apr-16,2016,Apr,USA,NOT RATED,6.7,100 min,English
Awaken the Shadowman (2017), Drama| Horror| Mystery| Thriller,21-Jul-17,2017,Jul,USA,TV-MA,5.0,90 min,English
Underworld: Blood Wars (2016), Action| Adventure| Fantasy| Horror,6-Jan-17,2017,Jan,USA,R,5.8,91 min,English|Saami
Baskin (2015), Fantasy| Horror,1-Jan-16,2016,Jan,Turkey,NOT RATED,5.8,97 min,Turkish
The Dark Tower (2017), Action| Adventure| Fantasy| Horror| Sci-Fi| Western,4-Aug-17,2017,Aug,USA,PG-13,5.8,95 min,English
Satanic (2016), Horror,1-Jul-16,2016,Jul,USA,R,3.7,85 min,English
Beneath (2013), Horror| Thriller,3-May-13,2013,May,USA,NOT RATED,3.7,90 min,English
Rupture (2016), Horror| Sci-Fi| Thriller,28-Apr-17,2017,Apr,USA,,4.8,102 min,English
Cell (2016), Action| Drama| Horror| Sci-Fi| Thriller,10-Jun-16,2016,Jun,USA,R,4.3,98 min,English
Cheap Thrills (2013), Comedy| Crime| Drama| Horror| Thriller,21-Mar-14,2014,Mar,USA,NOT RATED,6.8,88 min,English
The Woman in Black 2: Angel of Death (2014), Drama| Horror| Thriller,2-Jan-15,2015,Jan,USA,PG-13,4.9,98 min,English
Meet the Blacks (2016), Comedy| Horror,1-Apr-16,2016,Apr,USA,R,5.9,94 min,English
The Conjuring 2 (2016), Horror| Mystery| Thriller,10-Jun-16,2016,Jun,USA,R,7.4,134 min,English
Tales of Halloween (2015), Comedy| Horror,16-Oct-15,2015,Oct,USA,R,5.5,92 min,English
The Cured (2017), Horror,24-Sep-17,2017,Sep,USA,,5.4,95 min,
Warm Bodies (2013), Comedy| Horror| Romance,1-Feb-13,2013,Feb,USA,PG-13,6.9,98 min,English
Freaks of Nature (2015), Comedy| Horror| Sci-Fi,30-Oct-15,2015,Oct,USA,R,5.9,92 min,English
Hotel Transylvania (2012), Animation| Comedy| Family| Fantasy| Horror,28-Sep-12,2012,Sep,USA,PG,7.1,91 min,English
Emelie (2015), Horror| Thriller,4-Mar-16,2016,Mar,USA,NOT RATED,5.4,80 min,English
Get Out (2017), Horror| Mystery| Thriller,24-Feb-17,2017,Feb,USA,R,7.7,104 min,English
Gravy (2015), Comedy| Horror,2-Oct-15,2015,Oct,USA,NOT RATED,5.5,95 min,English
Monster Family (2017), Animation| Comedy| Family| Horror,2017,2017,Jan,USA,PG,5.2,96 min,English
The Gracefield Incident (2017), Action| Horror| Mystery| Sci-Fi| Thriller,27-Jul-17,2017,Jul,Russia,PG-13,4.1,89 min,English
31 (2016), Horror| Thriller,16-Sep-16,2016,Sep,USA,R,5.0,102 min,English|Spanish|German
Backcountry (2014), Drama| Horror| Thriller,20-Mar-15,2015,Mar,USA,R,6.0,92 min,English
The Disappointments Room (2016), Drama| Horror| Thriller,9-Sep-16,2016,Sep,USA,R,3.9,85 min,English
Navy Seals vs. Zombies (2015), Action| Horror,8-Oct-15,2015,Oct,USA,NOT RATED,3.3,97 min,English
Paranormal Activity 4 (2012), Horror,19-Oct-12,2012,Oct,USA,R,4.6,88 min,English|Ukrainian
Carrie (2013), Drama| Horror,18-Oct-13,2013,Oct,USA,R,5.9,100 min,English
Freehold (2017), Comedy| Horror| Thriller,2017,2017,Jan,UK,,5.6,80 min,English
The Last Days on Mars (2013), Horror| Sci-Fi| Thriller,19-Sep-13,2013,Sep,UK,R,5.5,98 min,English
Underworld Awakening (2012), Action| Fantasy| Horror,20-Jan-12,2012,Jan,USA,R,6.4,88 min,English|Russian
Final Prayer (2013), Horror,24-Feb-15,2015,Feb,USA,R,5.7,89 min,English|Portuguese
Alienate (2016), Drama| Horror| Sci-Fi| Thriller,23-Feb-16,2016,Feb,Japan,TV-MA,2.7,90 min,English
Poltergeist (2015), Horror| Thriller,22-May-15,2015,May,USA,PG-13,4.9,93 min,English
The Mortal Instruments: City of Bones (2013), Action| Fantasy| Horror| Mystery| Romance,21-Aug-13,2013,Aug,USA,PG-13,5.9,130 min,English
The Lords of Salem (2012), Horror| Thriller,18-Apr-13,2013,Apr,Russia,R,5.1,101 min,English
Patient Seven (2016), Horror,11-Oct-16,2016,Oct,USA,,4.9,116 min,English
The Houses October Built 2 (2017), Horror,22-Sep-17,2017,Sep,USA,UNRATED,4.3,101 min,English
Pay the Ghost (2015), Drama| Horror| Mystery| Thriller,25-Sep-15,2015,Sep,USA,NOT RATED,5.2,94 min,English|Spanish|Chinese|Scottish Gaelic
Dig Two Graves (2014), Drama| Horror| Mystery| Thriller,24-Mar-17,2017,Mar,USA,,5.7,85 min,English
V/H/S/2 (2013), Horror| Thriller,6-Jun-13,2013,Jun,USA,R,6.1,96 min,English|Indonesian
The Innkeepers (2011), Horror,8-Mar-12,2012,Mar,Denmark,R,5.5,101 min,English
The Curse of Sleeping Beauty (2016), Fantasy| Horror| Mystery| Thriller,2-Jun-16,2016,Jun,Russia,TV-14,4.3,89 min,English
Kristy (2014), Horror| Thriller,5-Nov-15,2015,Nov,USA,NOT RATED,5.9,86 min,English
The Silenced (2015), Horror| Mystery| Thriller,18-Jun-15,2015,Jun,South Korea,,5.8,99 min,Korean|Japanese
We Are the Flesh (2016), Drama| Fantasy| Horror,20-Jan-17,2017,Jan,USA,UNRATED,4.7,79 min,Spanish
Starry Eyes (2014), Drama| Fantasy| Horror,14-Nov-14,2014,Nov,USA,NOT RATED,6.0,98 min,English
Nightworld (2017), Horror| Thriller,20-Oct-17,2017,Oct,USA,TV-MA,4.3,92 min,English
Demons (2017), Horror,6-Oct-17,2017,Oct,USA,,3.6,105 min,English
Happy Death Day (2017), Horror| Mystery| Thriller,13-Oct-17,2017,Oct,USA,PG-13,6.7,96 min,English
Ouija (2014), Horror| Thriller,24-Oct-14,2014,Oct,USA,PG-13,4.5,89 min,English
Red Christmas (2016), Horror| Thriller,25-Aug-17,2017,Aug,USA,NOT RATED,4.7,82 min,English
The Purge: Anarchy (2014), Action| Horror| Sci-Fi| Thriller,18-Jul-14,2014,Jul,USA,R,6.5,103 min,English
Patient Zero (2017), Action| Drama| Horror,2017,2017,Jan,USA,,,,
The Rezort (2015), Horror| Sci-Fi| Thriller,15-Jun-16,2016,Jun,Philippines,NOT RATED,5.3,93 min,English
Anna and the Apocalypse (2017), Comedy| Horror| Musical,22-Sep-17,2017,Sep,USA,,7.0,107 min,English
Rings (2017), Drama| Horror,3-Feb-17,2017,Feb,USA,PG-13,4.5,102 min,English
Curve (2015), Horror| Thriller,19-Jan-16,2016,Jan,USA,R,5.4,81 min,
The Boy (2016), Horror| Mystery| Thriller,22-Jan-16,2016,Jan,USA,PG-13,6.0,97 min,English
The Funhouse Massacre (2015), Comedy| Horror,13-Nov-15,2015,Nov,USA,R,5.3,90 min,English
The Den (2013), Horror| Mystery| Thriller,14-Mar-14,2014,Mar,USA,R,6.1,81 min,English
Universal Soldier: Day of Reckoning (2012), Action| Horror| Mystery| Sci-Fi| Thriller,25-Oct-12,2012,Oct,USA,R,5.0,114 min,English
Wrong Turn 6: Last Resort (2014), Horror,13-Oct-14,2014,Oct,USA,R,4.3,91 min,English
Personal Shopper (2016), Drama| Horror| Mystery| Thriller,10-Mar-17,2017,Mar,USA,R,6.2,105 min,English|French|Swedish
Bedeviled (2016), Horror| Thriller,22-Oct-16,2016,Oct,USA,R,4.4,91 min,English
Cult of Chucky (2017), Horror| Thriller,24-Oct-17,2017,Oct,France,R,5.2,91 min,English
American Gothic (2017), Horror| Thriller,2017,2017,Jan,USA,,3.6,77 min,English
Bunnyman Vengeance (2017), Horror,30-Oct-17,2017,Oct,UK,,3.6,108 min,English
Martyrs (2015), Drama| Horror| Thriller,22-Jan-16,2016,Jan,USA,NOT RATED,4.0,86 min,English
Don't Hang Up (2016), Horror| Thriller,10-Feb-17,2017,Feb,USA,R,5.7,83 min,English
Crimson Peak (2015), Drama| Fantasy| Horror| Mystery| Romance| Thriller,16-Oct-15,2015,Oct,USA,R,6.5,119 min,English
Resident Evil: Vendetta (2017), Animation| Action| Adventure| Horror| Mystery| Sci-Fi,27-May-17,2017,May,Japan,R,6.3,97 min,English|Japanese
The Green Inferno (2013), Adventure| Crime| Horror| Thriller,25-Sep-15,2015,Sep,USA,R,5.3,100 min,English
You're Next (2011), Horror| Thriller,23-Aug-13,2013,Aug,USA,R,6.5,95 min,English
Frankenweenie (2012), Animation| Comedy| Family| Horror| Sci-Fi,5-Oct-12,2012,Oct,USA,PG,7.0,87 min,English
The Similars (2015), Horror| Sci-Fi,15-Nov-16,2016,Nov,USA,,6.0,89 min,Spanish
The Sandman (2017), Horror,14-Oct-17,2017,Oct,USA,,6.1,90 min,English
The Black Room (2017), Comedy| Horror,11-Aug-17,2017,Aug,Spain,NOT RATED,3.3,91 min,English
Hatchet III (2013), Action| Comedy| Horror| Thriller,7-Nov-13,2013,Nov,Qatar,R,5.7,81 min,English
Victor Crowley (2017), Comedy| Horror,22-Aug-17,2017,Aug,USA,,6.8,93 min,
The Neighbor (2016), Crime| Horror| Thriller,16-Sep-16,2016,Sep,UK,NOT RATED,5.7,87 min,
The Lure (2015), Comedy| Drama| Horror| Musical,25-Dec-15,2015,Dec,Poland,NOT RATED,6.3,92 min,Polish
Insidious: Chapter 2 (2013), Horror| Mystery| Thriller,13-Sep-13,2013,Sep,USA,PG-13,6.6,106 min,English
Viral (2016), Drama| Horror| Sci-Fi| Thriller,29-Jul-16,2016,Jul,USA,R,5.5,85 min,English
No estamos solos (2016), Horror,14-Jan-16,2016,Jan,Peru,,4.5,76 min,Spanish
One of Us (2017), Drama| Horror| Mystery| Thriller,2017,2017,Jan,USA,,4.3,86 min,English
Wolves at the Door (2016), Horror| Thriller,18-Apr-17,2017,Apr,USA,R,4.7,73 min,English
Here Alone (2016), Drama| Horror| Sci-Fi| Thriller,18-May-17,2017,May,Kuwait,,5.6,98 min,English|French
Pet (2016), Horror| Thriller,2-Dec-16,2016,Dec,USA,R,5.7,94 min,English
House by the Lake (2017), Horror| Thriller,10-Oct-17,2017,Oct,USA,,3.8,77 min,English
Tusk (2014), Comedy| Drama| Horror,19-Sep-14,2014,Sep,USA,R,5.4,102 min,English
Cabin Fever (2016), Horror,13-May-16,2016,May,Ireland,R,3.7,99 min,English
Annabelle (2014), Horror| Mystery| Thriller,3-Oct-14,2014,Oct,USA,R,5.4,99 min,English
Maniac (2012), Horror,2-Jan-13,2013,Jan,France,NOT RATED,6.1,89 min,English
Darling (2015), Horror| Thriller,26-Sep-15,2015,Sep,USA,NOT RATED,5.6,78 min,English
Creep 2 (2017), Horror| Thriller,24-Oct-17,2017,Oct,USA,NOT RATED,6.4,80 min,
Les affamés (2017), Drama| Horror,21-Sep-17,2017,Sep,USA,,7.6,100 min,French
The Monster (2016), Drama| Fantasy| Horror,6-Oct-16,2016,Oct,USA,R,5.4,91 min,English
I Am the Pretty Thing That Lives in the House (2016), Horror| Thriller,28-Oct-16,2016,Oct,USA,,4.7,89 min,English
Mom and Dad (2017), Horror| Thriller,24-Sep-17,2017,Sep,USA,R,6.5,123 min,English
Horns (2013), Drama| Fantasy| Horror| Thriller,3-Oct-14,2014,Oct,USA,R,6.5,120 min,English
The Woman in Black (2012), Drama| Fantasy| Horror| Thriller,3-Feb-12,2012,Feb,USA,PG-13,6.4,95 min,English
I Spit on Your Grave 2 (2013), Crime| Horror| Thriller,19-Jan-14,2014,Jan,Japan,R,5.7,106 min,English|Bulgarian
The 13th Friday (2017), Horror| Thriller,10-Jan-17,2017,Jan,USA,,8.4,95 min,English
Dismissed (2017), Horror| Thriller,2017,2017,Jan,USA,,8.9,,English
Gantz: O (2016), Animation| Drama| Fantasy| Horror| Sci-Fi| Thriller,14-Oct-16,2016,Oct,Japan,,7.3,95 min,Japanese
Goosebumps (2015), Adventure| Comedy| Family| Fantasy| Horror,16-Oct-15,2015,Oct,USA,PG,6.3,103 min,English
The Girl with All the Gifts (2016), Drama| Horror| Thriller,26-Jan-17,2017,Jan,USA,R,6.7,111 min,English
The Snowman (2017), Crime| Drama| Horror| Mystery| Thriller,20-Oct-17,2017,Oct,USA,R,5.2,119 min,English
Kill Command (2016), Action| Horror| Sci-Fi| Thriller,25-Nov-16,2016,Nov,USA,UNRATED,5.7,99 min,English
Excision (2012), Drama| Horror,2-Nov-12,2012,Nov,UK,NOT RATED,6.1,81 min,English
Byzantium (2012), Drama| Fantasy| Horror| Thriller,31-May-13,2013,May,UK,R,6.5,118 min,English
John Dies at the End (2012), Comedy| Horror| Sci-Fi,25-Jan-13,2013,Jan,USA,R,6.4,99 min,English
Hush (2016), Horror| Thriller,8-Apr-16,2016,Apr,USA,R,6.6,81 min,English|American Sign Language
Green Room (2015), Crime| Horror| Thriller,13-May-16,2016,May,USA,R,7.0,95 min,English
The Devil Inside (2012), Horror,6-Jan-12,2012,Jan,USA,R,4.2,83 min,English|Italian
They Look Like People (2015), Drama| Horror| Mystery| Thriller,26-Feb-16,2016,Feb,USA,UNRATED,6.0,80 min,English
Flight 7500 (2014), Horror| Mystery| Sci-Fi| Thriller,12-Apr-16,2016,Apr,USA,PG-13,4.8,97 min,English|Japanese
Cold Moon (2016), Crime| Drama| Horror| Mystery| Thriller,6-Oct-17,2017,Oct,USA,,4.3,92 min,English
The Hallow (2015), Horror,5-Nov-15,2015,Nov,USA,NOT RATED,5.7,97 min,English
Sinister 2 (2015), Horror| Mystery| Thriller,21-Aug-15,2015,Aug,USA,R,5.3,97 min,English
Resident Evil: Retribution (2012), Action| Horror| Sci-Fi| Thriller,14-Sep-12,2012,Sep,USA,R,5.4,95 min,English|American Sign Language
A Haunted House (2013), Comedy| Fantasy| Horror,11-Jan-13,2013,Jan,USA,R,5.1,86 min,English|Spanish
Boo! A Madea Halloween (2016), Comedy| Horror,21-Oct-16,2016,Oct,USA,PG-13,4.6,103 min,English
The Sound (2017), Horror| Mystery| Thriller,6-Oct-17,2017,Oct,Kuwait,,3.5,92 min,English
Let Her Out (2016), Horror,20-Oct-17,2017,Oct,USA,TV-MA,4.3,89 min,English
Daylight's End (2016), Action| Fantasy| Horror| Sci-Fi,23-Sep-16,2016,Sep,Netherlands,NOT RATED,5.4,105 min,English
Most Likely to Die (2015), Horror,25-Apr-16,2016,Apr,UK,,4.0,90 min,English
All Hallows' Eve (2013), Horror| Thriller,29-Oct-13,2013,Oct,USA,UNRATED,4.9,83 min,English
The Tall Man (2012), Crime| Drama| Horror| Mystery| Thriller,5-Sep-12,2012,Sep,France,R,5.9,106 min,English
Unhinged (2017), Horror,25-Sep-17,2017,Sep,UK,,4.4,93 min,English
Beyond the Gates (2016), Adventure| Horror,9-Dec-16,2016,Dec,USA,NOT RATED,5.2,84 min,English
Silent Hill: Revelation (2012), Adventure| Drama| Horror| Mystery| Thriller,26-Oct-12,2012,Oct,USA,R,5.0,95 min,English
Mayhem (2017), Action| Horror,13-Mar-17,2017,Mar,USA,UNRATED,7.1,86 min,English
Raw (2016), Drama| Horror,15-Mar-17,2017,Mar,France,R,7.0,99 min,French
Sinister (2012), Horror| Mystery| Thriller,12-Oct-12,2012,Oct,USA,R,6.8,110 min,English
Nina Forever (2015), Comedy| Horror| Romance,19-Jan-16,2016,Jan,Japan,R,5.6,98 min,English
When the Bough Breaks (2016), Crime| Drama| Horror| Mystery| Thriller,9-Sep-16,2016,Sep,USA,PG-13,4.9,107 min,English
A Cure for Wellness (2016), Drama| Fantasy| Horror| Mystery| Sci-Fi| Thriller,17-Feb-17,2017,Feb,USA,R,6.4,146 min,English|German
Lights Out (2016), Horror,22-Jul-16,2016,Jul,USA,PG-13,6.4,81 min,English
Be Afraid (2017), Horror| Sci-Fi| Thriller,1-Jun-17,2017,Jun,USA,,4.7,99 min,English
Open Water 3: Cage Dive (2017), Drama| Horror| Thriller,18-Aug-17,2017,Aug,Turkey,R,4.1,80 min,English
Berlin Syndrome (2017), Drama| Horror| Mystery| Thriller,26-May-17,2017,May,USA,R,6.3,116 min,English|German|Russian
K-Shop (2016), Horror| Thriller,22-Jul-16,2016,Jul,UK,,6.6,120 min,English
Gremlin (2017), Horror,11-Jan-17,2017,Jan,Philippines,,4.0,90 min,English
Holidays (2016), Horror,15-Apr-16,2016,Apr,USA,NOT RATED,5.1,105 min,English
Last Shift (2014), Horror| Mystery| Thriller,6-Oct-15,2015,Oct,USA,R,5.7,90 min,English
SiREN (2016), Horror,2-Dec-16,2016,Dec,USA,NOT RATED,5.4,82 min,English
It Comes at Night (2017), Horror| Mystery,9-Jun-17,2017,Jun,USA,R,6.2,91 min,English
Sightseers (2012), Adventure| Comedy| Crime| Horror| Romance,10-May-13,2013,May,USA,NOT RATED,6.5,88 min,English
The Bar (2017), Comedy| Horror| Thriller,24-Mar-17,2017,Mar,Spain,,6.4,102 min,Spanish
I Am Not a Serial Killer (2016), Drama| Horror| Thriller,26-Aug-16,2016,Aug,USA,NOT RATED,6.2,104 min,English
Jessabelle (2014), Horror| Thriller,7-Nov-14,2014,Nov,USA,PG-13,5.4,90 min,English
The Pact (2012), Horror| Mystery| Thriller,8-Jun-12,2012,Jun,UK,R,5.8,89 min,English
Deadgirl (2008), Horror,20-Apr-13,2013,Apr,Japan,R,5.7,101 min,English
Attack of the Jurassic Shark (2012), Action| Horror| Sci-Fi,20-Apr-12,2012,Apr,India,,1.5,75 min,English
The Veil (2016), Drama| Horror| Thriller,19-Jan-16,2016,Jan,USA,R,4.7,93 min,English
Would You Rather (2012), Horror,14-Oct-12,2012,Oct,USA,NOT RATED,5.8,93 min,English
The Vault (2017), Horror| Thriller,1-Sep-17,2017,Sep,USA,,4.7,91 min,English
Clowntergeist (2017), Horror,12-Sep-17,2017,Sep,USA,,3.1,80 min,English
Train to Busan (2016), Action| Drama| Horror| Thriller,20-Jul-16,2016,Jul,South Korea,NOT RATED,7.5,118 min,Korean
Jigsaw (2017), Crime| Horror| Mystery| Thriller,27-Oct-17,2017,Oct,USA,R,6.4,91 min,English
Paranormal Activity: The Marked Ones (2014), Horror| Thriller,3-Jan-14,2014,Jan,USA,R,5.0,84 min,English|Spanish
Stephanie (2017), Drama| Fantasy| Horror| Mystery,27-Apr-17,2017,Apr,USA,,6.8,,English
Hidden (2015), Horror| Thriller,15-Sep-15,2015,Sep,USA,R,6.4,84 min,English
Pride and Prejudice and Zombies (2016), Action| Horror| Romance,5-Feb-16,2016,Feb,USA,PG-13,5.8,108 min,English|Japanese|Chinese
The Hatred (2017), Horror| Thriller,17-Aug-17,2017,Aug,USA,R,3.8,90 min,English
The Voices (2014), Comedy| Crime| Horror| Thriller,6-Feb-15,2015,Feb,USA,R,6.4,103 min,English
47 Meters Down (2017), Adventure| Drama| Horror| Thriller,16-Jun-17,2017,Jun,USA,PG-13,5.7,89 min,English
The Purge: Election Year (2016), Action| Horror| Sci-Fi| Thriller,1-Jul-16,2016,Jul,USA,R,6.0,108 min,English
The Lazarus Effect (2015), Horror| Mystery| Sci-Fi| Thriller,27-Feb-15,2015,Feb,USA,PG-13,5.2,83 min,English
Keep Watching (2017), Horror| Thriller,31-Oct-17,2017,Oct,USA,R,6.4,,English
The ABCs of Death (2012), Comedy| Horror,26-Apr-13,2013,Apr,UK,NOT RATED,4.7,129 min,English|Spanish|Japanese|German|French|Korean
Split (2016), Horror| Thriller,20-Jan-17,2017,Jan,USA,PG-13,7.3,117 min,English
The Shallows (2016), Drama| Horror| Thriller,24-Jun-16,2016,Jun,USA,PG-13,6.3,86 min,English|Spanish
The Endless (2017), Horror| Sci-Fi| Thriller,21-Apr-17,2017,Apr,USA,,6.9,100 min,English
House at the End of the Street (2012), Drama| Horror| Thriller,21-Sep-12,2012,Sep,USA,PG-13,5.6,101 min,English
Better Watch Out (2016), Comedy| Horror| Thriller,6-Oct-17,2017,Oct,USA,R,6.7,89 min,English
